step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,coverage_rate,recovery_id,reason
241,20,7,cover,20,7,carpet,0.0,0.0,0.0,high_cost,1.5,0.5041666666666667,,toward_cover
242,21,7,cover,21,7,carpet,0.0,0.0,0.0,high_cost,1.5,0.50625,,toward_cover
243,22,7,cover,22,7,carpet,0.0,0.0,0.0,high_cost,1.5,0.5083333333333333,,toward_cover
244,23,7,cover,23,7,carpet,0.0,0.0,0.0,high_cost,1.5,0.5104166666666666,,toward_cover
245,24,7,cover,24,7,floor,0.0,0.0,0.0,normal,1.0,0.5125,,toward_cover
246,25,7,cover,25,7,floor,0.0,0.0,0.0,normal,1.0,0.5145833333333333,,toward_cover
247,26,7,cover,26,7,floor,0.0,0.0,0.0,normal,1.0,0.5166666666666667,,toward_cover
248,27,7,cover,27,7,floor,0.0,0.0,0.0,normal,1.0,0.51875,,toward_cover
249,28,7,cover,28,7,floor,0.0,0.0,0.0,normal,1.0,0.5208333333333334,,toward_cover
250,28,8,cover,28,8,floor,0.0,0.0,0.0,normal,1.0,0.5229166666666667,,toward_cover
251,27,8,cover,27,8,floor,0.0,0.0,0.0,normal,1.0,0.525,,toward_cover
252,26,8,cover,26,8,floor,0.0,0.0,0.0,normal,1.0,0.5270833333333333,,toward_cover
253,25,8,cover,25,8,floor,0.0,0.0,0.0,normal,1.0,0.5291666666666667,,toward_cover
254,24,8,cover,24,8,floor,0.0,0.0,0.0,normal,1.0,0.53125,,toward_cover
255,23,8,cover,23,8,floor,0.0,0.0,0.0,normal,1.0,0.5333333333333333,,toward_cover
256,22,8,cover,22,8,floor,0.0,0.0,0.0,normal,1.0,0.5354166666666667,,toward_cover
257,21,8,cover,21,8,floor,0.0,0.0,0.0,normal,1.0,0.5375,,toward_cover
258,20,8,cover,20,8,floor,0.0,0.0,0.0,normal,1.0,0.5395833333333333,,toward_cover
259,19,8,cover,19,8,floor,0.0,0.0,0.0,normal,1.0,0.5416666666666666,,toward_cover
260,18,8,cover,18,8,floor,0.0,0.0,0.0,normal,1.0,0.54375,,toward_cover
261,17,8,cover,17,8,floor,0.0,0.0,0.0,normal,1.0,0.5458333333333333,,toward_cover
262,16,8,cover,16,8,floor,0.0,0.0,0.0,normal,1.0,0.5479166666666667,,toward_cover
263,15,8,cover,15,8,floor,0.0,0.0,0.0,normal,1.0,0.55,,toward_cover
264,14,8,cover,14,8,floor,0.0,0.0,0.0,normal,1.0,0.5520833333333334,,toward_cover
265,14,9,cover,14,9,floor,0.0,0.0,0.0,normal,1.0,0.5541666666666667,,toward_cover
266,15,9,cover,15,9,floor,0.0,0.0,0.0,normal,1.0,0.55625,,toward_cover
267,16,9,cover,16,9,floor,0.0,0.0,0.0,normal,1.0,0.5583333333333333,,toward_cover
268,17,9,cover,17,9,floor,0.0,0.0,0.0,normal,1.0,0.5604166666666667,,toward_cover
269,18,9,cover,18,9,floor,0.0,0.0,0.0,normal,1.0,0.5625,,toward_cover
270,19,9,cover,19,9,floor,0.0,0.0,0.0,normal,1.0,0.5645833333333333,,toward_cover
271,20,9,cover,20,9,floor,0.0,0.0,0.0,normal,1.0,0.5666666666666667,,toward_cover
272,21,9,cover,21,9,floor,0.0,0.0,0.0,normal,1.0,0.56875,,toward_cover
273,22,9,cover,22,9,floor,0.0,0.0,0.0,normal,1.0,0.5708333333333333,,toward_cover
274,23,9,cover,23,9,floor,0.0,0.0,0.0,normal,1.0,0.5729166666666666,,toward_cover
275,24,9,cover,24,9,floor,0.0,0.0,0.0,normal,1.0,0.575,,toward_cover
276,25,9,cover,25,9,floor,0.0,0.0,0.0,normal,1.0,0.5770833333333333,,toward_cover
277,26,9,cover,26,9,floor,0.0,0.0,0.0,normal,1.0,0.5791666666666667,,toward_cover
278,27,9,cover,27,9,floor,0.0,0.0,0.0,normal,1.0,0.58125,,toward_cover
279,28,9,cover,28,9,floor,0.0,0.0,0.0,normal,1.0,0.5833333333333334,,toward_cover
280,28,10,cover,28,10,floor,0.0,0.0,0.0,normal,1.0,0.5854166666666667,,toward_cover
281,27,10,cover,27,10,floor,0.0,0.0,0.0,normal,1.0,0.5875,,toward_cover
282,26,10,cover,26,10,floor,0.0,0.0,0.0,normal,1.0,0.5895833333333333,,toward_cover
283,25,10,cover,25,10,floor,0.0,0.0,0.0,normal,1.0,0.5916666666666667,,toward_cover
284,24,10,cover,24,10,floor,0.0,0.0,0.0,normal,1.0,0.59375,,toward_cover
285,23,10,cover,23,10,floor,0.0,0.0,0.0,normal,1.0,0.5958333333333333,,toward_cover
286,22,10,cover,22,10,floor,0.0,0.0,0.0,normal,1.0,0.5979166666666667,,toward_cover
287,21,10,cover,21,10,floor,0.0,0.0,0.0,normal,1.0,0.6,,toward_cover
288,20,10,cover,20,10,floor,0.0,0.0,0.0,normal,1.0,0.6020833333333333,,toward_cover
289,19,10,cover,19,10,floor,0.0,0.0,0.0,normal,1.0,0.6041666666666666,,toward_cover
290,18,10,cover,18,10,floor,0.0,0.0,0.0,normal,1.0,0.60625,,toward_cover
291,17,10,cover,17,10,floor,0.0,0.0,0.0,normal,1.0,0.6083333333333333,,toward_cover
292,16,10,cover,16,10,floor,0.0,0.0,0.0,normal,1.0,0.6104166666666667,,toward_cover
293,15,10,cover,15,10,floor,0.0,0.0,0.0,normal,1.0,0.6125,,toward_cover
294,14,10,cover,14,10,floor,0.0,0.0,0.0,normal,1.0,0.6145833333333334,,toward_cover
295,14,11,cover,14,11,floor,0.0,0.0,0.0,normal,1.0,0.6166666666666667,,toward_cover
296,15,11,cover,15,11,floor,0.0,0.0,0.0,normal,1.0,0.61875,,toward_cover
297,16,11,cover,16,11,floor,0.0,0.0,0.0,normal,1.0,0.6208333333333333,,toward_cover
298,17,11,cover,17,11,floor,0.0,0.0,0.0,normal,1.0,0.6229166666666667,,toward_cover
299,18,11,cover,18,11,floor,0.0,0.0,0.0,normal,1.0,0.625,,toward_cover
300,19,11,cover,19,11,floor,0.0,0.0,0.0,normal,1.0,0.6270833333333333,,toward_cover
301,20,11,cover,20,11,floor,0.0,0.0,0.0,normal,1.0,0.6291666666666667,,toward_cover
302,21,11,cover,21,11,floor,0.0,0.0,0.0,normal,1.0,0.63125,,toward_cover
303,22,11,cover,22,11,floor,0.0,0.0,0.0,normal,1.0,0.6333333333333333,,toward_cover
304,23,11,cover,23,11,floor,0.0,0.0,0.0,normal,1.0,0.6354166666666666,,toward_cover
305,24,11,cover,24,11,floor,0.0,0.0,0.0,normal,1.0,0.6375,,toward_cover
306,25,11,cover,25,11,floor,0.0,0.0,0.0,normal,1.0,0.6395833333333333,,toward_cover
307,26,11,cover,26,11,floor,0.0,0.0,0.0,normal,1.0,0.6416666666666667,,toward_cover
308,27,11,cover,27,11,floor,0.0,0.0,0.0,normal,1.0,0.64375,,toward_cover
309,28,11,cover,28,11,floor,0.0,0.0,0.0,normal,1.0,0.6458333333333334,,toward_cover
310,28,12,cover,28,12,floor,0.0,0.0,0.0,normal,1.0,0.6479166666666667,,toward_cover
311,27,12,cover,27,12,floor,0.0,0.0,0.0,normal,1.0,0.65,,toward_cover
312,26,12,cover,26,12,floor,0.0,0.0,0.0,normal,1.0,0.6520833333333333,,toward_cover
313,25,12,cover,25,12,floor,0.0,0.0,0.0,normal,1.0,0.6541666666666667,,toward_cover
314,24,12,cover,24,12,floor,0.0,0.0,0.0,normal,1.0,0.65625,,toward_cover
315,23,12,cover,23,12,floor,0.0,0.0,0.0,normal,1.0,0.6583333333333333,,toward_cover
316,22,12,cover,22,12,floor,0.0,0.0,0.0,normal,1.0,0.6604166666666667,,toward_cover
317,21,12,cover,21,12,floor,0.0,0.0,0.0,normal,1.0,0.6625,,toward_cover
318,20,12,cover,20,12,floor,0.0,0.0,0.0,normal,1.0,0.6645833333333333,,toward_cover
319,19,12,cover,19,12,floor,0.0,0.0,0.0,normal,1.0,0.6666666666666666,,toward_cover
320,18,12,cover,18,12,floor,0.0,0.0,0.0,normal,1.0,0.66875,,toward_cover
321,17,12,cover,17,12,floor,0.0,0.0,0.0,normal,1.0,0.6708333333333333,,toward_cover
322,16,12,cover,16,12,floor,0.0,0.0,0.0,normal,1.0,0.6729166666666667,,toward_cover
323,15,12,cover,15,12,floor,0.0,0.0,0.0,normal,1.0,0.675,,toward_cover
324,14,12,cover,14,12,floor,0.0,0.0,0.0,normal,1.0,0.6770833333333334,,toward_cover
325,14,13,cover,14,13,floor,0.0,0.0,0.0,normal,1.0,0.6791666666666667,,toward_cover
326,15,13,cover,15,13,floor,0.0,0.0,0.0,normal,1.0,0.68125,,toward_cover
327,16,13,cover,16,13,floor,0.0,0.0,0.0,normal,1.0,0.6833333333333333,,toward_cover
328,17,13,cover,17,13,floor,0.0,0.0,0.0,normal,1.0,0.6854166666666667,,toward_cover
329,18,13,cover,18,13,floor,0.0,0.0,0.0,normal,1.0,0.6875,,toward_cover
330,19,13,cover,19,13,floor,0.0,0.0,0.0,normal,1.0,0.6895833333333333,,toward_cover
331,20,13,cover,20,13,floor,0.0,0.0,0.0,normal,1.0,0.6916666666666667,,toward_cover
332,21,13,cover,21,13,floor,0.0,0.0,0.0,normal,1.0,0.69375,,toward_cover
333,22,13,cover,22,13,floor,0.0,0.0,0.0,normal,1.0,0.6958333333333333,,toward_cover
334,23,13,cover,23,13,floor,0.0,0.0,0.0,normal,1.0,0.6979166666666666,,toward_cover
335,24,13,cover,24,13,floor,0.0,0.0,0.0,normal,1.0,0.7,,toward_cover
336,25,13,cover,25,13,floor,0.0,0.0,0.0,normal,1.0,0.7020833333333333,,toward_cover
337,26,13,cover,26,13,floor,0.0,0.0,0.0,normal,1.0,0.7041666666666667,,toward_cover
338,27,13,cover,27,13,floor,0.0,0.0,0.0,normal,1.0,0.70625,,toward_cover
339,28,13,cover,28,13,floor,0.0,0.0,0.0,normal,1.0,0.7083333333333334,,toward_cover
340,28,14,cover,28,14,floor,0.0,0.0,0.0,normal,1.0,0.7104166666666667,,toward_cover
341,27,14,cover,27,14,floor,0.0,0.0,0.0,normal,1.0,0.7125,,toward_cover
342,26,14,cover,26,14,floor,0.0,0.0,0.0,normal,1.0,0.7145833333333333,,toward_cover
343,25,14,cover,25,14,floor,0.0,0.0,0.0,normal,1.0,0.7166666666666667,,toward_cover
344,24,14,cover,24,14,floor,0.0,0.0,0.0,normal,1.0,0.71875,,toward_cover
345,23,14,cover,23,14,floor,0.0,0.0,0.0,normal,1.0,0.7208333333333333,,toward_cover
346,22,14,cover,22,14,floor,0.0,0.0,0.0,normal,1.0,0.7229166666666667,,toward_cover
347,21,14,cover,21,14,floor,0.0,0.0,0.0,normal,1.0,0.725,,toward_cover
348,20,14,cover,20,14,floor,0.0,0.0,0.0,normal,1.0,0.7270833333333333,,toward_cover
349,19,14,cover,19,14,floor,0.0,0.0,0.0,normal,1.0,0.7291666666666666,,toward_cover
350,18,14,cover,18,14,floor,0.0,0.0,0.0,normal,1.0,0.73125,,toward_cover
351,17,14,cover,17,14,floor,0.0,0.0,0.0,normal,1.0,0.7333333333333333,,toward_cover
352,16,14,cover,16,14,floor,0.0,0.0,0.0,normal,1.0,0.7354166666666667,,toward_cover
353,15,14,cover,15,14,floor,0.0,0.0,0.0,normal,1.0,0.7375,,toward_cover
354,14,14,cover,14,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7395833333333334,,toward_cover
355,13,14,cover,13,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7416666666666667,,toward_cover
356,12,14,cover,12,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.74375,,toward_cover
357,11,14,cover,11,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7458333333333333,,toward_cover
358,10,14,cover,10,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7479166666666667,,toward_cover
359,9,14,cover,9,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.75,,toward_cover
360,8,14,cover,8,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7520833333333333,,toward_cover
361,7,14,cover,7,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7541666666666667,,toward_cover
362,6,14,cover,6,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.75625,,toward_cover
363,5,14,cover,5,14,low_bump,0.0,0.0,0.0,cautious,2.0,0.7583333333333333,,toward_cover
364,4,14,cover,4,14,floor,0.0,0.0,0.0,normal,1.0,0.7604166666666666,,toward_cover
365,3,14,cover,3,14,floor,0.0,0.0,0.0,normal,1.0,0.7625,,toward_cover
366,2,14,cover,2,14,floor,0.0,0.0,0.0,normal,1.0,0.7645833333333333,,toward_cover
367,1,14,cover,1,14,floor,0.0,0.0,0.0,normal,1.0,0.7666666666666667,,toward_cover
368,1,15,cover,1,15,floor,0.0,0.0,0.0,normal,1.0,0.76875,,toward_cover
369,2,15,cover,2,15,floor,0.0,0.0,0.0,normal,1.0,0.7708333333333334,,toward_cover
370,3,15,cover,3,15,floor,0.0,0.0,0.0,normal,1.0,0.7729166666666667,,toward_cover
371,4,15,cover,4,15,floor,0.0,0.0,0.0,normal,1.0,0.775,,toward_cover
372,5,15,cover,5,15,floor,0.0,0.0,0.0,normal,1.0,0.7770833333333333,,toward_cover
373,6,15,cover,6,15,floor,0.0,0.0,0.0,normal,1.0,0.7791666666666667,,toward_cover
374,7,15,cover,7,15,floor,0.0,0.0,0.0,normal,1.0,0.78125,,toward_cover
375,8,15,cover,8,15,floor,0.0,0.0,0.0,normal,1.0,0.7833333333333333,,toward_cover
376,9,15,cover,9,15,floor,0.0,0.0,0.0,normal,1.0,0.7854166666666667,,toward_cover
377,10,15,cover,10,15,floor,0.0,0.0,0.0,normal,1.0,0.7875,,toward_cover
378,11,15,cover,11,15,floor,0.0,0.0,0.0,normal,1.0,0.7895833333333333,,toward_cover
379,12,15,cover,12,15,floor,0.0,0.0,0.0,normal,1.0,0.7916666666666666,,toward_cover
380,13,15,cover,13,15,floor,0.0,0.0,0.0,normal,1.0,0.79375,,toward_cover
381,14,15,cover,14,15,floor,0.0,0.0,0.0,normal,1.0,0.7958333333333333,,toward_cover
382,15,15,cover,15,15,floor,0.0,0.0,0.0,normal,1.0,0.7979166666666667,,toward_cover
383,16,15,cover,16,15,floor,0.0,0.0,0.0,normal,1.0,0.8,,toward_cover
384,17,15,cover,17,15,floor,0.0,0.0,0.0,normal,1.0,0.8020833333333334,,toward_cover
385,18,15,cover,18,15,floor,0.0,0.0,0.0,normal,1.0,0.8041666666666667,,toward_cover
386,19,15,cover,19,15,floor,0.0,0.0,0.0,normal,1.0,0.80625,,toward_cover
387,20,15,cover,20,15,floor,0.0,0.0,0.0,normal,1.0,0.8083333333333333,,toward_cover
388,21,15,cover,21,15,floor,0.0,0.0,0.0,normal,1.0,0.8104166666666667,,toward_cover
389,22,15,cover,22,15,floor,0.0,0.0,0.0,normal,1.0,0.8125,,toward_cover
390,23,15,cover,23,15,floor,0.0,0.0,0.0,normal,1.0,0.8145833333333333,,toward_cover
391,24,15,cover,24,15,floor,0.0,0.0,0.0,normal,1.0,0.8166666666666667,,toward_cover
392,25,15,cover,25,15,floor,0.0,0.0,0.0,normal,1.0,0.81875,,toward_cover
393,26,15,cover,26,15,floor,0.0,0.0,0.0,normal,1.0,0.8208333333333333,,toward_cover
394,27,15,cover,27,15,floor,0.0,0.0,0.0,normal,1.0,0.8229166666666666,,toward_cover
395,28,15,cover,28,15,floor,0.0,0.0,0.0,normal,1.0,0.825,,toward_cover
396,28,16,cover,28,16,floor,0.0,0.0,0.0,normal,1.0,0.8270833333333333,,toward_cover
397,27,16,cover,27,16,floor,0.0,0.0,0.0,normal,1.0,0.8291666666666667,,toward_cover
398,26,16,cover,26,16,floor,0.0,0.0,0.0,normal,1.0,0.83125,,toward_cover
399,25,16,cover,25,16,floor,0.0,0.0,0.0,normal,1.0,0.8333333333333334,,toward_cover
400,24,16,cover,24,16,floor,0.0,0.0,0.0,normal,1.0,0.8354166666666667,,toward_cover
401,23,16,cover,23,16,floor,0.0,0.0,0.0,normal,1.0,0.8375,,toward_cover
402,22,16,cover,22,16,floor,0.0,0.0,0.0,normal,1.0,0.8395833333333333,,toward_cover
403,21,16,cover,21,16,floor,0.0,0.0,0.0,normal,1.0,0.8416666666666667,,toward_cover
404,20,16,cover,20,16,floor,0.0,0.0,0.0,normal,1.0,0.84375,,toward_cover
405,19,16,cover,19,16,floor,0.0,0.0,0.0,normal,1.0,0.8458333333333333,,toward_cover
406,18,16,cover,18,16,floor,0.0,0.0,0.0,normal,1.0,0.8479166666666667,,toward_cover
407,17,16,cover,17,16,floor,0.0,0.0,0.0,normal,1.0,0.85,,toward_cover
408,16,16,cover,16,16,floor,0.0,0.0,0.0,normal,1.0,0.8520833333333333,,toward_cover
409,15,16,cover,15,16,floor,0.0,0.0,0.0,normal,1.0,0.8541666666666666,,toward_cover
410,14,16,cover,14,16,floor,0.0,0.0,0.0,normal,1.0,0.85625,,toward_cover
411,13,16,cover,13,16,floor,0.0,0.0,0.0,normal,1.0,0.8583333333333333,,toward_cover
412,12,16,cover,12,16,floor,0.0,0.0,0.0,normal,1.0,0.8604166666666667,,toward_cover
413,11,16,cover,11,16,floor,0.0,0.0,0.0,normal,1.0,0.8625,,toward_cover
414,10,16,cover,10,16,floor,0.0,0.0,0.0,normal,1.0,0.8645833333333334,,toward_cover
415,9,16,cover,9,16,floor,0.0,0.0,0.0,normal,1.0,0.8666666666666667,,toward_cover
416,8,16,cover,8,16,floor,0.0,0.0,0.0,normal,1.0,0.86875,,toward_cover
417,7,16,cover,7,16,floor,0.0,0.0,0.0,normal,1.0,0.8708333333333333,,toward_cover
418,6,16,cover,6,16,floor,0.0,0.0,0.0,normal,1.0,0.8729166666666667,,toward_cover
419,5,16,cover,5,16,floor,0.0,0.0,0.0,normal,1.0,0.875,,toward_cover
420,4,16,cover,4,16,floor,0.0,0.0,0.0,normal,1.0,0.8770833333333333,,toward_cover
421,3,16,cover,3,16,floor,0.0,0.0,0.0,normal,1.0,0.8791666666666667,,toward_cover
422,2,16,cover,2,16,floor,0.0,0.0,0.0,normal,1.0,0.88125,,toward_cover
423,1,16,cover,1,16,floor,0.0,0.0,0.0,normal,1.0,0.8833333333333333,,toward_cover
424,1,17,cover,1,17,floor,0.0,0.0,0.0,normal,1.0,0.8854166666666666,,toward_cover
425,2,17,cover,2,17,floor,0.0,0.0,0.0,normal,1.0,0.8875,,toward_cover
426,3,17,cover,3,17,floor,0.0,0.0,0.0,normal,1.0,0.8895833333333333,,toward_cover
427,4,17,cover,4,17,floor,0.0,0.0,0.0,normal,1.0,0.8916666666666667,,toward_cover
428,5,17,cover,5,17,floor,0.0,0.0,0.0,normal,1.0,0.89375,,toward_cover
429,6,17,cover,6,17,floor,0.0,0.0,0.0,normal,1.0,0.8958333333333334,,toward_cover
430,7,17,cover,7,17,floor,0.0,0.0,0.0,normal,1.0,0.8979166666666667,,toward_cover
431,8,17,cover,8,17,floor,0.0,0.0,0.0,normal,1.0,0.9,,toward_cover
432,9,17,cover,9,17,floor,0.0,0.0,0.0,normal,1.0,0.9020833333333333,,toward_cover
433,10,17,cover,10,17,floor,0.0,0.0,0.0,normal,1.0,0.9041666666666667,,toward_cover
434,11,17,cover,11,17,floor,0.0,0.0,0.0,normal,1.0,0.90625,,toward_cover
435,12,17,cover,12,17,floor,0.0,0.0,0.0,normal,1.0,0.9083333333333333,,toward_cover
436,13,17,cover,13,17,floor,0.0,0.0,0.0,normal,1.0,0.9104166666666667,,toward_cover
437,14,17,cover,14,17,floor,0.0,0.0,0.0,normal,1.0,0.9125,,toward_cover
438,15,17,cover,15,17,floor,0.0,0.0,0.0,normal,1.0,0.9145833333333333,,toward_cover
439,16,17,cover,16,17,floor,0.0,0.0,0.0,normal,1.0,0.9166666666666666,,toward_cover
440,17,17,cover,17,17,floor,0.0,0.0,0.0,normal,1.0,0.91875,,toward_cover
441,18,17,cover,18,17,floor,0.0,0.0,0.0,normal,1.0,0.9208333333333333,,toward_cover
442,19,17,cover,19,17,floor,0.0,0.0,0.0,normal,1.0,0.9229166666666667,,toward_cover
443,20,17,cover,20,17,floor,0.0,0.0,0.0,normal,1.0,0.925,,toward_cover
444,21,17,cover,21,17,floor,0.0,0.0,0.0,normal,1.0,0.9270833333333334,,toward_cover
445,22,17,cover,22,17,floor,0.0,0.0,0.0,normal,1.0,0.9291666666666667,,toward_cover
446,23,17,cover,23,17,floor,0.0,0.0,0.0,normal,1.0,0.93125,,toward_cover
447,24,17,cover,24,17,floor,0.0,0.0,0.0,normal,1.0,0.9333333333333333,,toward_cover
448,25,17,cover,25,17,floor,0.0,0.0,0.0,normal,1.0,0.9354166666666667,,toward_cover
449,26,17,cover,26,17,floor,0.0,0.0,0.0,normal,1.0,0.9375,,toward_cover
450,27,17,cover,27,17,floor,0.0,0.0,0.0,normal,1.0,0.9395833333333333,,toward_cover
451,28,17,cover,28,17,floor,0.0,0.0,0.0,normal,1.0,0.9416666666666667,,toward_cover
452,28,18,cover,28,18,floor,0.0,0.0,0.0,normal,1.0,0.94375,,toward_cover
453,27,18,cover,27,18,floor,0.0,0.0,0.0,normal,1.0,0.9458333333333333,,toward_cover
454,26,18,cover,26,18,floor,0.0,0.0,0.0,normal,1.0,0.9479166666666666,,toward_cover
455,25,18,cover,25,18,floor,0.0,0.0,0.0,normal,1.0,0.95,,toward_cover
456,24,18,cover,24,18,floor,0.0,0.0,0.0,normal,1.0,0.9520833333333333,,toward_cover
457,23,18,cover,23,18,floor,0.0,0.0,0.0,normal,1.0,0.9541666666666667,,toward_cover
458,22,18,cover,22,18,floor,0.0,0.0,0.0,normal,1.0,0.95625,,toward_cover
459,21,18,cover,21,18,floor,0.0,0.0,0.0,normal,1.0,0.9583333333333334,,toward_cover
460,20,18,cover,20,18,floor,0.0,0.0,0.0,normal,1.0,0.9604166666666667,,toward_cover
461,19,18,cover,19,18,floor,0.0,0.0,0.0,normal,1.0,0.9625,,toward_cover
462,18,18,cover,18,18,floor,0.0,0.0,0.0,normal,1.0,0.9645833333333333,,toward_cover
463,17,18,cover,17,18,floor,0.0,0.0,0.0,normal,1.0,0.9666666666666667,,toward_cover
464,16,18,cover,16,18,floor,0.0,0.0,0.0,normal,1.0,0.96875,,toward_cover
465,15,18,cover,15,18,floor,0.0,0.0,0.0,normal,1.0,0.9708333333333333,,toward_cover
466,14,18,cover,14,18,floor,0.0,0.0,0.0,normal,1.0,0.9729166666666667,,toward_cover
467,13,18,cover,13,18,floor,0.0,0.0,0.0,normal,1.0,0.975,,toward_cover
468,12,18,cover,12,18,floor,0.0,0.0,0.0,normal,1.0,0.9770833333333333,,toward_cover
469,11,18,cover,11,18,floor,0.0,0.0,0.0,normal,1.0,0.9791666666666666,,toward_cover
470,10,18,cover,10,18,floor,0.0,0.0,0.0,normal,1.0,0.98125,,toward_cover
471,9,18,cover,9,18,floor,0.0,0.0,0.0,normal,1.0,0.9833333333333333,,toward_cover
472,8,18,cover,8,18,floor,0.0,0.0,0.0,normal,1.0,0.9854166666666667,,toward_cover
473,7,18,cover,7,18,floor,0.0,0.0,0.0,normal,1.0,0.9875,,toward_cover
474,6,18,cover,6,18,floor,0.0,0.0,0.0,normal,1.0,0.9895833333333334,,toward_cover
475,5,18,cover,5,18,floor,0.0,0.0,0.0,normal,1.0,0.9916666666666667,,toward_cover
476,4,18,cover,4,18,floor,0.0,0.0,0.0,normal,1.0,0.99375,,toward_cover
477,3,18,cover,3,18,floor,0.0,0.0,0.0,normal,1.0,0.9958333333333333,,toward_cover
478,2,18,cover,2,18,floor,0.0,0.0,0.0,normal,1.0,0.9979166666666667,,toward_cover
479,1,18,cover,1,18,floor,0.0,0.0,0.0,normal,1.0,1.0,,toward_cover
